y_actual,y_pred_point,low_90,high_90,covered_90,width_90,low_85,high_85,covered_85,low_80,high_80,covered_80
4800500.0,3311582.2019808544,930333.7641602407,6486854.023674725,True,5556520.259514484,1160412.7179838454,5773005.034413462,True,1253706.0886077592,5370922.423142208,True
3079000.0,3873621.914538371,606950.1228143186,6998431.650008121,True,6391481.5271938015,1142511.0236207815,6015130.438685077,True,1098308.0846229456,6001798.059661662,True
49999999.0,40920096.87546968,12110221.869034823,79360015.11241555,True,67249793.24338073,14055242.802919094,76208229.46756561,True,17479494.327636756,70095300.82586414,True
78500000.0,86315722.50691125,48451158.24030209,125102212.20320834,True,76651053.96290624,54185374.074298225,109775985.24939507,True,60066289.86879025,104790448.86356606,True
103373000.0,110205638.8094931,28458464.396517552,277444461.74092656,True,248985997.34440902,35392409.75214044,244607873.7960049,True,38404669.664225824,218297040.51143354,True
45137000.0,66340570.44119969,38722655.97086244,109713498.82462367,True,70990842.85376123,40616324.1272653,106402889.07310347,True,43264773.183516175,101198750.74619545,True
2300000.0,5144370.755114616,1208231.402977133,12841651.519397985,True,11633420.116420852,983926.9488776979,10947155.98787475,True,1181106.8834333462,10333455.591952529,True
1580000.0,8821280.816817198,799449.251331245,18723938.37864898,True,17924489.127317738,1772616.8883256395,16118739.949096894,False,1572885.5125146236,13382611.775056632,True
651000.0,5379394.768522869,904902.7638515157,12631097.714802416,False,11726194.9509509,1058788.1355261446,11263228.6140876,False,1326722.477224925,10932463.145228298,False
4971306.0,6266575.298099577,3515502.6051364946,8995639.850852182,True,5480137.245715687,3787170.993299497,8948583.113097394,True,3852133.336753051,8382256.230344826,True
16250055.0,30356080.14734117,13556701.537322,42232265.07529821,True,28675563.537976213,16155707.596877871,41342085.63646118,True,18001919.20260897,40032624.647156686,False
2290000.0,2280838.7507079495,890178.1293507097,4839179.486002849,True,3949001.3566521397,1048178.2815299745,5226401.00663365,True,1043166.8064246513,4063366.990082113,True
100313000.0,61209759.71746688,18847773.58991854,129827094.46654476,True,110979320.87662622,22969091.005326167,122052923.61708523,True,23784726.299521353,116463534.84708047,True
152472256.0,76180575.35835424,33926956.74118914,143046670.1880393,False,109119713.44685017,38652886.533693135,139370442.80888385,False,46808733.92299908,125100781.0407396,False
3750700.0,2988906.935317541,818491.4808292988,4994184.745500955,True,4175693.264671656,979795.9367153252,4303757.872881845,True,1072730.17900325,4622481.324512925,True
20397000.0,25163775.086071078,8932393.798514733,75857871.02520439,True,66925477.22668966,8174369.354633669,69163421.45722647,True,10225222.773985427,51254667.92778929,True
44319000.0,91662271.85629241,31472123.771903686,229846612.04907066,True,198374488.27716696,40692686.75332298,207041459.5628795,True,47757231.45580518,202764515.25167355,False
58339000.0,47052172.04039985,12664707.364180818,90814646.43366554,True,78149939.06948473,14913350.62490374,83274806.99095769,True,17176494.74214975,78273463.79869823,True
1359000.0,3266564.599210374,801717.0613503873,6475500.176399416,True,5673783.115049029,1116636.372243812,5927743.132976478,True,1166144.364574496,5069763.136595329,True
4500000.0,4924702.776059126,1473295.8712320845,7421950.381437717,True,5948654.510205632,1992436.3828519874,7045103.741476348,True,2159720.158476766,6697101.470710812,True
4400000.0,2535498.7363298945,827323.0988113352,4484054.758130912,True,3656731.659319577,1009116.2875680717,4180168.439246118,False,1171008.2050599747,4126580.215261739,False
3368800.0,3127885.2681766204,1433706.9980022556,5362511.563210564,True,3928804.5652083084,1441652.2602000851,5355397.735498937,True,1718807.26391498,4657694.307259671,True
7015000.0,5413827.879949375,2149370.183108552,7791143.6229267595,True,5641773.439818207,2672647.600391061,7526631.26147989,True,2930506.8679581317,7320837.14011376,True
50100000.0,57190724.03447027,16520308.2984705,71431372.24774824,True,54911063.94927774,18563438.414474007,75275283.24345508,True,20308850.56236722,66930061.59006263,True
3648400.0,5155175.4124074625,1584152.8492011668,9168072.326884955,True,7583919.477683788,1719225.169104356,8512835.252180472,True,1469644.7065441739,7983875.480559828,True
